G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414
Омская область;855 997 580;75 980 403;45 719 813;26 311 457;803 512 441;84 785 569;47 038 982;27 418 595;279 397;508 483;589 466;16 284;56 940;228;50 828 302;5 836 653;288;44 991 666;9 073 476;8 667 793;899 833;19 785;998 332;101 673;463 893;22 710;47 859;2 270;1 167 331;330 541;5;0;0;0;0;0;193;9 525 986;54 986 816;10 292;1 088;4 407;1 299;2 474;2 012;6 084 909;658 205;5 397 732;636 300;691 499;31 380;138 300;6 276;13 830;628;4 321;9 476;78;44;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 042 451;17 805 485;2 122 577;424 514;42 451;885 611;70;7;6 911;10 823;91;4 003;18;2;2;1;2;1;0;0;0;0;0;0;13 695 622;13 570 483;12 429 082;12 193 525;11 792 862;11 652 799;376 260;5 184 316;712 529;175 365;624;1 460 301;0;0;0;0;0;0;0;0;0;0;15 000;982;0;0;0;0;0;0;0;0;0;226 734;9;100;93 433;717 051;0;0;20;1;0;0;0;0;0;0;0;0;791 248;3;7 300;1;0;0;0;0;0;0;0;0;0;0;5 824;1;0;0;0;0;0;0;99 862;1;23;1;0;0;0;0;33 213;7;2 903;4;28 854;13;55 340;23;12;1;0;0;13 098;2;113 858;21;8 577;9;22 347;3;13 791;2;20;1;72 438;22;0;0;0;0;0;0;0;0;114;1;20 117 800;2 853;365 294;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81 472;58;0;0;0;0;2 435 892;17;0;0;0;0;0;0;0;0;0;0;8 046 148;41;9 410 579;5;18 525;6;0;0;0;0;1 199 355;111;6 863;30;1 769 727;226;1 638;1;0;0;0;0;188 851;33;540 997;95;272 326;98;57 369;5;104 931;51;0;0;185 959;11;0;0;0;0;3 011;4;74 880;9;0;0;0;0;885;6;3 637;2;492;2;0;0;0;0;0;0;5 011;2;545;1;279;2;0;0;0;0;0;0;0;0;0;0;4 993;1;70 389;55;0;0;13 605;4;0;0;73 714;27;0;0;144;2;48 686;5;0;0;4 137;3;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6
Оренбургская область;950 574 962;97 869 772;122 970 065;6 457 352;837 225 872;107 048 472;120 446 818;14 188 139;445 043;299 433;244 518;10 954;27 532;4 895;117 936 539;12 756 082;259;105 180 681;16 623 023;17 924 083;2 103 256;3 571;1 544 657;172 285;446 133;22 379;45 462;2 238;2 551 216;3 108 430;4;0;0;0;0;0;0;27 761 810;52 937 634;6 767;831;2 463;732;1 971;2 062;2 065 247;1 722;1 833 139;472;231 772;1 250;46 354;250;4 635;25;284;20;75;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 645 073;15 243 174;2 086 282;417 256;41 726;1 684 383;115;25;4 781 668;5 542 519;21 196;782 813;4 238;424;10;5;7;14;0;0;0;0;0;0;1 881 279;1 821 570;21 894 179;20 036 661;0;0;1 896 946;1 860 489;1 160 846;561 152;2 125;516 602;0;0;0;0;0;0;0;0;50 175;0;0;0;0;0;0;0;0;0;0;0;0;44 171;4;115;970 715;15 163 894;167;1;19;1;0;0;3 834;1;0;0;0;0;5 185 450;9;24 830;2;0;0;0;0;0;0;55 205;3;0;0;27 643;1;0;0;0;0;6 977;1;901;1;506;2;0;0;0;0;98 331;6;47 916;8;29 555;12;63 844;33;48 323;2;0;0;25 371;2;52 566;16;1 253;6;0;0;9 301;3;14 988;5;112 365;27;53;1;0;0;0;0;525;2;19 343;2;48 122 647;3 015;165 483;15;0;0;0;0;0;0;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60 518;11;6 609;3;0;0;1 635 246;7;0;0;1 000;1;0;0;0;0;0;0;2 694 153;13;4 287;1;2 949;1;0;0;0;0;78 222;69;121 421;14;1 776 346;80;560;2;0;0;0;0;763 655;98;950 606;18;332 544;32;3 925;2;6 271;15;0;0;319 112;7;0;0;29;1;2 699;2;11 838;23;0;0;0;0;18 779;2;2 427;3;2 115;1;0;0;0;0;0;0;116;1;6 970;1;0;0;39 863;1;0;0;0;0;0;0;0;0;0;0;193 383;20;0;0;2 558;2;0;0;3 678;3;0;0;55 067;4;147 868;4;489;2;6 035;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Орловская область;222 561 763;70 162 786;10 424 656;3 524 003;207 838 257;72 490 176;8 506 924;6 623 815;41 352;70 060;3 638 334;32 838;92 028;0;13 084 155;379 153;114;12 705 002;5 386 113;2 512 580;254 099;756;373 044;37 521;121 762;22 724;11 737;2 272;75 831;28 406;1;0;0;0;0;0;27;1 675 368;9 199 815;3 130;505;2 313;518;648;22;740 894;4 487;687 942;3 832;52 952;655;10 590;131;1 059;13;0;0;78;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34 637 476;28 120 077;6 830 740;1 366 850;136 685;313 341;129;13;114 960;114 578;382;0;76;8;2;0;2;0;0;0;0;0;0;0;0;0;1 721 230;1 586 062;0;0;135 793;1 368 188;158 685;74 531;74 408;74 531;0;0;0;0;0;0;0;0;369 789;0;0;0;0;0;0;0;0;0;0;0;0;30 327;3;48;700 760;1 512 036;6 545;3;0;0;0;0;0;0;0;0;0;0;293 850;1;235 165;2;0;0;0;0;0;0;0;0;0;0;23 572;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;1;0;0;1 350;6;1 763;8;0;0;0;0;0;0;3 645;3;142;1;260;1;0;0;0;0;2 484;9;0;0;0;0;0;0;0;0;0;0;7 278 552;1 315;49 793;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 605;11;0;0;0;0;1 104 556;5;0;0;0;0;145;1;0;0;0;0;1 191 524;6;0;0;905 247;1;0;0;0;0;32 190;74;532;2;94 199;185;0;0;0;0;0;0;104 016;5;80 123;18;6 425;7;1 255;2;609;1;0;0;222 736;5;0;0;10 313;1;13 328;3;4 853;10;0;0;0;0;56;2;19 197;5;678;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34 699;2;0;0;7 638;30;0;0;0;0;0;0;120;1;5 303;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Пензенская область;457 343 413;43 933 152;23 470 040;2 498 338;434 379 206;45 123 149;22 775 389;4 407 859;149 343;128 491;544 399;3 940;115 297;0;23 153 214;5 158 372;153;17 994 843;2 906 204;3 598 887;359 897;184;910 727;91 070;252 014;5 932;25 140;593;1 031 674;3;1;0;0;0;0;0;0;18 339 697;7 552 251;5 375;365;2 549;738;1 135;9;1 948 564;13 822;1 838 475;13 822;113 433;0;22 687;0;2 269;0;3 344;0;55;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38 570 816;34 699 625;3 951 338;790 268;79 028;80 147;53;9;88 905;72 504;16 401;0;3 280;328;3;0;1;0;0;0;0;0;0;0;352 858;336 708;307 091;261 106;0;0;73 469;1 081 370;477 870;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120 067;9;70;176 856;676 453;1 610;2;251;1;0;0;0;0;0;0;0;0;0;0;149 326;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343 089;1;0;0;56;1;5 584;4;6 314;7;12 277;12;0;0;0;0;25 278;2;6 869;9;49;4;365;1;7 505;3;0;0;11 024;14;0;0;0;0;0;0;0;0;13;1;10 513 850;1 573;107 043;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 717;6;0;0;0;0;3 924 179;11;0;0;1 020;2;0;0;0;0;0;0;773 382;7;0;0;673 035;38;0;0;0;0;98 498;102;2 259;3;42 970;71;2 203;4;233;1;0;0;130 692;9;464 922;10;144 306;9;0;0;4 142;7;0;0;46 434;3;0;0;0;0;1 552;1;10 698;12;0;0;0;0;0;0;740;1;76 398;10;0;0;77;1;0;0;0;0;0;0;0;0;747;1;0;0;0;0;0;0;0;0;0;0;29 121;11;0;0;1 994;3;0;0;62 686;8;0;0;3;1;9 792;7;0;0;3 931;1;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Пермский край;1 807 009 035;201 102 308;301 306 262;20 985 745;1 591 837 817;206 847 210;274 104 105;34 466 542;813 933;236 406;7 453 886;2 232 155;391 999;13 893;236 174 444;13 282 435;656;222 892 009;21 234 713;35 654 778;4 457 839;28 067;7 186 359;910 898;1 268 273;34 284;148 954;4 051;2 656 485;8 923 624;9 275;0;0;0;0;0;69;33 452 740;58 114 409;19 180;2 250;9 831;2 299;7 435;325;4 782 975;786 057;4 420 570;683 004;365 246;103 053;73 049;20 611;7 305;2 061;3 004;0;144;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 033 901;14 297 999;1 461 612;292 320;29 233;725 710;99;17;2 182 005;1 834 884;291 584;333 386;46 944;5 832;20;8;7;0;0;0;0;0;0;0;22 141 198;21 718 169;19 873 714;19 236 703;31 580;43 839;828 429;122 402 710;2 214 411;3 014 684;40 012;2 381 835;33 976;302 493;0;0;0;0;0;2 443;376 200;3 800;100 000;0;1 425 903;20 927;0;0;13 275;0;0;347 400;0;423 032;31;240;2 010 880;13 086 980;0;0;7 427;3;2;1;0;0;0;0;0;0;6 297 904;16;13 692;3;0;0;0;0;0;0;35 704;1;0;0;131 357;7;0;0;0;0;0;0;154 760;4;36 178;20;0;0;0;0;72 396;26;44 176;16;36 824;43;277 722;109;52;1;2 004;1;66 453;7;438 708;75;41 749;43;72 511;13;67 622;19;32 440;8;239 857;126;0;0;0;0;0;0;2 352;5;1 860 557;5;53 916 882;6 968;10 387 214;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159 738;1;0;0;230 674;62;304 821;4;0;0;11 338 414;33;0;0;118 866;5;0;0;0;0;0;0;8 710 996;39;580;1;1 255 028;22;0;0;0;0;476 969;88;12 149;23;393 357;288;5 880;12;400;1;0;0;300 539;14;1 866 989;56;217 624;70;171 783;6;71 318;30;0;0;51 313;5;0;0;342;2;1 182;3;66 216;8;0;0;0;0;444;5;0;0;22 767;5;0;0;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;3;397;1;41 642;5;0;0;70 240;38;0;0;6 220;2;38 848;17;672;1;19 175;5;0;0;0;0;34 550;0;720 885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;6
Псковская область;232 186 835;20 909 793;10 483 346;1 371 973;225 291 767;22 984 541;8 765 409;2 048 487;108 522;221 316;4 956;1 078;5 895;0;8 780 842;2 604 141;144;6 176 702;2 530 986;1 177 628;123 534;1 605;249 099;25 541;84 046;3 835;8 596;384;520 827;55 932;9;0;1 705;1;0;0;0;3 525 551;6 960 342;3 006;694;893;498;632;641;547 485;0;489 405;0;60 862;0;12 171;0;1 219;0;2 780;0;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24 433 269;18 907 748;5 664 021;1 132 534;113 254;138 500;38;14;18 031;20 561;0;2 530;0;0;1;1;1;0;0;0;0;0;0;0;5 428;5 301;288 532;218 331;0;0;70 204;416 769;95 252;62 267;9 940;0;0;0;0;0;0;0;0;0;0;0;0;2 017;0;0;0;0;0;0;50 443;9 415;2 420;0;0;30;262 177;341 429;1 981;2;0;0;0;0;0;0;0;0;0;0;0;0;5 102;1;0;0;0;0;0;0;0;0;0;0;12 438;2;0;0;0;0;0;0;20 810;1;0;0;0;0;0;0;142;1;197;1;19;1;4 746;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899;5;0;0;0;0;0;0;0;0;0;0;5 730 157;1 582;10 053;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39 792;13;29 423;3;0;0;1 194 355;11;0;0;2 020;1;0;0;0;0;0;0;3 652 041;20;0;0;473 322;4;0;0;0;0;77 283;74;108 826;5;93 639;60;0;0;0;0;0;0;6 141;6;150 873;16;11 502;9;17 028;1;16 193;4;0;0;78 897;3;0;0;4 508;5;6 833;6;12 822;7;0;0;0;0;106 483;5;6;1;58;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 734;8;0;0;95 083;3;0;0;6 975;14;0;0;51 561;5;655;2;3 801;1;6 633;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Ростовская область;2 763 508 354;184 697 541;297 070 127;43 122 236;2 623 302 574;206 846 737;284 631 373;55 258 957;921 490;3 124 987;2 818 629;4 223 542;28 098;953;150 884 830;25 956 363;662;124 928 470;35 385 245;24 903 126;2 498 320;5 362;3 571 492;355 096;1 689 712;36 652;175 304;3 663;5 191 273;82 253;29;0;0;0;0;0;4 390;49 517 936;103 436 392;17 860;2 887;9 825;2 515;3 706;401;8 604 072;66 807;7 762 868;60 769;852 967;6 315;170 593;1 263;17 059;126;19 572;277;521;10;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58 654 894;53 403 582;10 216 532;2 033 767;203 376;4 965 220;278;28;262 935;232 141;62 421;40 388;12 484;1 248;12;6;16;2;0;0;0;0;0;0;998 071;996 009;22 006 191;21 754 856;1 320 446;829 100;597 831;12 806 166;3 347 013;1 978 901;94 389;466 500;25 337;32;0;0;0;0;0;0;78 032;0;57 449;0;129 973;0;0;0;1;0;18 000;4 088;37 308;1 521 724;23;175;743 452;2 965 521;34 015;2;3 200;4;65 256;1;0;0;0;0;0;0;452 420;2;1 866;1;0;0;0;0;0;0;0;0;0;0;355 547;7;0;0;0;0;0;0;0;0;134 126;3;0;0;0;0;40 408;8;20 681;8;127 324;22;148 600;32;36 629;1;1 362;2;1 129;2;63 513;14;1 642;6;4 001;7;417;2;1 885;6;60 688;34;0;0;0;0;0;0;0;0;64 964;1;43 013 270;7 010;1 279 825;30;0;0;588;1;0;0;1 093;1;0;0;5 984 569;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164 003;22;7 201;3;0;0;3 171 540;25;0;0;329 999;2;0;0;90;1;0;0;6 243 065;35;604 927;7;2 306 856;28;0;0;0;0;470 440;258;34 626;14;1 168 436;209;209 822;7;0;0;0;0;3 339 124;28;1 576 003;40;672 717;62;21 890;7;188 384;36;135;1;275 876;6;0;0;475;6;9 606;14;34 780;36;0;0;510;1;4 360;10;4 112;5;19 162;19;0;0;0;0;0;0;20 870;5;3 365;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538 640;20;0;0;40 038;5;0;0;125 290;29;0;0;3 234;3;9 653;8;0;0;141;3;0;0;0;0;16 484;17 362;149 715;1 609;0;0;0;0;0;0;0;0;0;-45;0;0;0;19;2;11
Рязанская область;683 485 186;25 609 873;38 513 629;6 961 106;650 423 506;28 430 048;39 652 656;10 521 895;246 574;52 525;1 238 138;12 967;4 880;2 237;30 928 314;5 201 263;136;25 727 327;6 343 643;5 069 698;514 370;0;1 202 916;122 238;308 464;33 140;31 110;3 313;1 040 253;74 059;8;0;0;0;0;0;0;14 272 577;13 660 097;7 382;318;4 261;861;3 347;64;1 246 026;138 886;1 161 260;124 875;85 198;14 012;17 040;2 802;1 704;280;432;0;100;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24 554 257;21 893 618;2 960 540;592 109;59 212;299 901;147;20;2 105 055;1 215 049;5 143;2;1 029;103;14;1;7;9;0;0;0;0;0;0;1 906 650;1 873 595;780 707;778 604;0;0;2 103;2 539 608;633 872;965;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719;136;40 784;11;69;253 855;1 527 703;0;0;95;1;1 250;1;0;0;0;0;0;0;0;0;3 068;1;0;0;0;0;0;0;0;0;0;0;149;1;0;0;0;0;0;0;0;0;58;1;0;0;0;0;385;2;911;3;124;3;1 496;6;16 335;2;0;0;0;0;5 267;3;335;6;605;2;114;1;0;0;1 942;11;0;0;0;0;0;0;0;0;0;0;12 446 436;2 143;288 218;7;0;0;0;0;0;0;847;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21 660;10;17 000;1;0;0;0;0;0;0;10 000;1;0;0;0;0;0;0;2 162 915;16;0;0;22 987;19;0;0;0;0;109 678;130;531;5;224 335;215;3 190;6;0;0;0;0;15 062;20;149 497;23;38 934;10;2 283;2;25 129;14;0;0;68 865;4;0;0;259;5;8 490;20;6 686;11;0;0;51;1;1 070;4;32 599;2;34 990;8;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0;0;0;0;0;0;0;0;0;0;241;4;0;0;1 598 521;3;0;0;4 579;9;0;0;0;0;20 045;8;4 708;1;7 094;5;721;3;0;0;0;5 104;373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5
Самарская область;2 847 841 503;408 037 417;224 610 099;174 229 241;2 674 408 770;451 002 160;215 698 222;182 950 178;1 223 531;617 121;9 245 911;971 099;94 999;51 902;176 062 599;22 166 020;431;153 906 077;52 083 806;28 222 032;3 077 450;165;4 534 021;489 098;1 293 520;60 377;123 976;5 956;4 433 204;2 515 759;33;0;42 603;2;0;0;1 047;47 515 062;167 315 869;28 188;1 473;9 784;5 320;14 584;269;8 768 022;423 505;7 956 595;393 906;817 730;31 077;163 546;6 215;16 355;622;6 302;0;283;49;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 247 571;13 919 609;5 353 660;1 070 731;107 074;25 698;139;6;3 306 835;2 948 163;457 931;112 467;91 586;9 159;24;7;26;15;0;0;0;0;0;0;1 845 127;1 801 420;48 115 798;45 239 210;2 435 735;1 181 809;1 938 624;12 185 800;3 516 798;2 514 866;4 685;414 775;13 491;700;0;13 000;0;0;0;0;0;0;49 500;0;0;0;0;0;0;0;2 206 577;20 019;6 810 031;4 254 871;19;234;2 706 505;13 407 647;0;0;10 167;3;22;1;0;0;0;0;0;0;531 480;4;0;0;0;0;0;0;0;0;0;0;0;0;95 403;7;0;0;0;0;0;0;161 042;1;3 195;5;0;0;31 518;1;79 129;22;7 888;7;1 185 735;29;177 003;60;60;1;0;0;539 959;10;228 063;52;13 880;27;12 460;10;9 401;5;0;0;205 712;87;0;0;0;0;0;0;44 895;3;0;0;51 231 114;7 530;2 654 202;376;0;0;10;1;0;0;0;0;0;0;1 687 655;2;0;0;964 975;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430 571;64;17 098;3;0;0;8 239 011;29;0;0;28 377;7;205 091;2;0;0;0;0;11 970 519;50;14 669 144;4;3 686 434;60;0;0;0;0;1 917 318;315;227 110;31;808 066;330;15 446;6;63 922;2;0;0;1 000 135;69;8 016 847;222;1 918 522;152;146 065;11;164 071;97;53 610;1;181 752;13;268;1;5 926;6;102 834;29;179 838;36;0;0;12 412;2;31 526;14;14;1;34 353;5;0;0;118;3;0;0;25 252;6;191;1;0;0;1 861;2;0;0;0;0;0;0;0;0;0;0;48 449;41;0;0;1 066 234;10;0;0;386 140;98;0;0;22 895;3;16 668;15;0;0;17 398;7;0;0;250;1;546 436;0;857 686;0;433 413;0;0;0;433 413;0;0;86 683;0;53 313;0;33 370;0;34;3;13
Саратовская область;1 031 317 257;65 689 917;49 781 034;5 562 051;978 734 588;70 380 567;51 192 413;8 176 100;278 372;75 770;152 085;5 616;95 307;0;51 262 705;8 442 894;319;42 821 034;7 218 284;8 362 231;856 416;0;1 718 204;173 492;417 592;69 815;41 775;6 984;1 688 579;201 941;5;0;0;0;0;0;98;23 677 345;27 194 285;10 616;822;3 071;1 424;1 783;1 617;5 496 098;87 662;4 894 061;78 592;607 800;9 069;121 560;1 814;12 156;181;5 763;0;231;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 527 921;13 502 205;4 136 281;827 258;82 726;110 565;130;11;1 357 874;1 363 309;98 195;103 629;19 639;1 964;8;4;3;7;0;0;0;0;0;0;342 851;335 974;3 762 179;3 606 292;0;0;157 396;1 553 678;1 025 368;23 602;551;21 119;0;0;0;0;0;0;0;3 411;0;2;0;950;0;0;0;0;23;0;0;0;2 208;262 902;15;105;422 852;1 616 361;0;0;40;1;0;0;0;0;0;0;0;0;1 186 142;3;224 606;3;0;0;0;0;0;0;1 260;1;72;1;24 162;5;0;0;0;0;0;0;0;0;2 993;1;0;0;0;0;2 706;5;1 476;5;15 230;22;48 694;39;12 790;2;2 335;1;154 101;5;158 495;9;3 499;8;2 085;1;319;2;4 654;2;92 064;38;0;0;0;0;0;0;0;0;891;2;22 594 381;3 595;61 701;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30 998;19;0;0;0;0;5 092 677;26;0;0;30 835;4;0;0;0;0;0;0;6 198 669;33;9 143;2;1 300 502;28;0;0;0;0;1 081 718;186;15 704;11;577 811;172;1 656;7;250;2;0;0;1 461 994;14;577 497;27;92 021;15;65 601;6;355 022;74;0;0;114 057;7;0;0;1 457;1;7 931;6;55 916;27;0;0;0;0;10 928;6;741;2;3 112;9;0;0;0;0;0;0;1 990;2;0;0;219;1;0;0;0;0;0;0;0;0;0;0;0;0;54 757;19;0;0;215 776;2;0;0;27 960;34;0;0;36 276;3;67;2;72;1;1 836;2;485;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Сахалинская область;330 865 454;32 444 870;77 828 839;10 323 674;310 559 460;41 984 632;52 112 554;7 691 441;76 786;96 878;147 918;229 033;1 095;8 087;45 970 195;19 651 206;170;26 318 989;7 047 771;5 237 707;526 380;6 895;760 556;76 618;632 745;11 571;63 274;1 156;3 930 241;26 091;1;0;0;0;0;0;0;81 065 688;28 261 373;1 584;579;1 044;298;1 580;90;505 284;0;445 065;0;60 465;0;12 093;0;1 209;0;244;0;33;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 317 517;2 761 147;599 566;119 914;11 992;43 196;3;1;72 573 435;62 086 113;10 629 277;145 913;2 125 855;212 586;62;14;27;0;1 288 123;842 640;0;0;0;1;0;0;94 916;54 109;0;0;20 142;15 447 389;385 065;2 159 180;6 687;2 038;0;132 672;0;0;0;26 234;598 365;25 398;0;0;0;0;903 244;0;0;0;0;2 038;0;239 738;59 628;0;0;47;105 142;1 397 991;0;0;203;1;0;0;0;0;0;0;0;0;38 076;1;0;0;0;0;0;0;0;0;0;0;0;0;182 846;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 154;12;7 378;4;45 947;7;11 390;18;0;0;0;0;40 621;5;7 278;9;2 355;10;4 739;7;0;0;0;0;14 728;16;0;0;0;0;0;0;0;0;0;0;9 339 361;920;197 620;6;0;0;0;0;0;0;0;0;0;0;1 129 516;3;210 657;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 996;32;360 526;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 231 382;6;0;0;0;0;0;0;0;0;136 340;28;116 333;6;61 059;56;0;0;0;0;0;0;21 622;3;5 926 553;11;93 851;11;4 062;1;8 023;10;0;0;45 418;1;508;1;8 701;7;1 175;5;1 813;3;0;0;0;0;318;2;0;0;0;0;0;0;0;0;0;0;69 328;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 821;19;0;0;5 508;1;11;1;165 402;4;0;0;248 843;2;0;0;0;0;3 208;1;0;0;0;0;17 124;0;2 130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2
