G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417
Омская область;821 621 928;89 416 171;34 335 121;18 609 111;776 599 960;99 351 018;35 799 010;16 588 281;318 019;433 770;836 987;203 104;30 810;0;43 023 571;971 197;277;42 052 374;7 679 961;8 169 573;1 261 570;28 174;1 038 982;151 860;646 938;48 546;110 419;7 274;194 239;240 902;6;0;0;0;0;0;1 785;5 189 551;57 847 906;10 137;984;4 284;1 168;2 252;1 942;5 683 285;796 518;4 928 313;695 541;758 161;100 977;151 632;20 195;22 745;3 029;3 189;0;103;48;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 025 729;17 705 284;2 678 191;535 639;80 347;357 746;77;11;15 828;5 440;10 388;0;2 077;312;2;0;4;1;0;0;0;0;0;0;16 143 715;16 145 540;6 847 155;6 841 233;6 486 193;6 388 230;127 191;7 007 099;1 219 121;2 030 222;3 511;3 649 682;189;0;0;0;0;0;0;0;80 000;0;0;1 322;0;0;0;0;0;0;0;0;5 615;142 323;7;106;304 742;1 400 753;180;1;0;0;0;0;0;0;0;0;0;0;355 156;2;545 835;2;0;0;0;0;0;0;300;1;0;0;3 557;1;0;0;0;0;0;0;102 954;1;23;1;0;0;0;0;33 245;6;2 193;3;34 138;13;44 986;24;12;1;0;0;14 512;2;102 820;21;7 553;8;29 209;1;11 984;2;20;1;58 801;24;0;0;0;0;0;0;0;0;16;1;21 404 290;2 821;276 148;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123 031;57;191;1;0;0;1 143 800;12;0;0;0;0;0;0;0;0;0;0;9 217 629;44;184 328;4;3 039;3;0;0;0;0;1 516 892;90;11 593;15;661 146;214;0;0;0;0;0;0;79 393;30;513 789;104;193 694;75;77 809;8;110 820;70;0;0;97 606;8;0;0;0;0;2 577;3;82 675;8;0;0;0;0;102 223;7;474;2;37;1;0;0;0;0;0;0;357 409;3;718;1;313;2;0;0;0;0;0;0;0;0;0;0;0;0;66 677;58;542 932;1;55 452;6;0;0;95 169;36;0;0;3;1;102 364;3;734;1;4 111;3;0;0;0;0;9 673;0;15 409;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Оренбургская область;939 436 758;152 510 070;93 690 679;13 868 486;825 886 174;167 126 897;94 278 060;26 839 867;400 428;407 252;237 016;66 831;35 045;441;113 284 254;2 931 106;185;110 353 148;27 014 379;21 845 478;3 310 087;7 968;2 290 620;345 787;397 912;46 862;59 760;6 994;586 221;224 562;4;0;0;0;0;0;0;9 258 836;83 808 433;6 444;869;2 317;702;1 761;2 299;2 527 074;6 498;2 330 717;682;196 550;5 816;39 310;1 163;5 897;174;191;0;167;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 773 942;13 982 029;1 593 742;318 749;47 813;801 829;108;23;4 345 492;4 524 121;229 224;407 850;45 845;6 877;10;3;7;8;0;0;0;0;0;0;3 290 655;3 234 835;5 808 767;5 499 487;2 621;0;458 793;8 558 100;2 682 959;103 197;2 719;77 500;0;0;0;0;0;0;0;0;33 694;0;0;0;0;0;0;0;0;0;0;0;0;50 762;5;114;1 662 103;14 840 342;0;0;0;0;0;0;0;0;0;0;0;0;3 774 488;8;24 638;2;0;0;0;0;0;0;1 164;2;0;0;11 273;1;0;0;0;0;9 109;1;2 188;1;723;2;0;0;0;0;67 173;5;44 050;6;25 803;11;63 497;24;1;1;0;0;60 392;2;60 375;14;1 482;6;0;0;10 357;2;15 538;4;131 538;25;0;0;0;0;0;0;403;1;1 189;1;50 858 056;2 331;186 109;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 053 310;13;0;0;0;0;1 116 449;5;0;0;671;1;0;0;0;0;0;0;1 902 920;12;213 940;2;9 761;1;0;0;2 922;1;83 658;70;60 091;13;548 852;83;0;0;0;0;0;0;782 261;52;724 290;19;607 990;76;14 128;2;18 504;30;0;0;164 264;8;0;0;32;1;4 123;2;16 569;30;0;0;0;0;1 009;4;18 808;3;4 199;3;0;0;0;0;0;0;84 161;2;0;0;0;0;41 232;1;0;0;0;0;0;0;0;0;0;0;134 245;28;0;0;0;0;0;0;3 508;2;0;0;13 055;2;31 460;6;209;2;7 737;5;1 077;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Орловская область;239 432 534;53 891 733;10 527 453;2 750 365;225 108 040;54 787 976;8 185 369;5 822 923;63 178;16 837;3 846 066;52 424;124 267;11 021;12 912 388;328 025;100;12 584 363;4 011 313;2 421 039;377 530;1 215;471 243;72 221;130 207;4 179;19 440;596;65 605;95 832;2;0;0;0;0;0;9;2 481 438;10 021 421;3 118;451;2 355;476;681;1;760 400;7 109;693 779;5 113;67 229;1 996;13 446;399;2 017;60;608;0;91;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 561 814;29 707 766;4 600 927;920 186;138 028;1 746 879;120;24;53 146;48 867;4 280;0;855;128;4;0;1;0;0;0;0;0;0;0;0;0;1 240 898;1 083 939;0;0;157 058;942 153;114 468;85 531;0;105 611;0;44;0;0;0;0;0;0;547 082;0;0;0;0;0;0;0;0;0;0;0;0;11 383;2;45;365 658;954 335;5 684;3;0;0;0;0;0;0;0;0;0;0;274 397;1;200 622;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 058;4;1 009;6;0;0;0;0;0;0;3 888;3;206;2;479;1;0;0;0;0;2 054;6;0;0;0;0;0;0;0;0;0;0;8 141 835;1 260;31 550;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 564;6;0;0;0;0;361 456;1;0;0;0;0;0;0;0;0;0;0;602 878;3;0;0;797 457;1;0;0;0;0;28 068;57;548;4;53 962;172;0;0;0;0;0;0;44 092;4;45 398;12;60;1;28;1;735;2;0;0;121 513;2;0;0;10 871;1;13 452;3;9 755;6;0;0;0;0;297;3;1 597;3;3 233;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43 014;1;0;0;7 207;27;0;0;0;0;0;0;0;0;4 095;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Пензенская область;451 408 576;54 661 452;15 319 951;1 816 480;424 623 840;57 051 537;17 468 516;4 475 098;171 343;129 578;774 158;637;12 215;3;24 059 052;1 287 656;121;22 771 396;4 919 616;4 527 312;680 712;0;1 223 750;182 480;314 230;7 943;50 491;1 190;257 531;25 301;2;0;0;0;0;0;0;17 532 102;10 982 407;5 381;323;2 429;704;1 472;64;2 294 789;14 498;2 063 026;14 444;231 764;54;46 353;11;6 953;2;0;0;54;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38 150 568;36 075 985;2 929 589;579 367;86 905;855 006;58;17;45 086;42 262;2 908;84;582;87;4;1;1;0;0;0;0;0;0;0;431 336;435 470;468 009;430 350;0;23 500;38 040;463 236;858 484;0;20;0;0;0;0;0;0;0;0;0;0;19 638;0;0;0;0;0;0;0;0;0;0;0;67 010;9;65;67 274;653 770;484;1;96;1;0;0;0;0;0;0;0;0;0;0;471;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310 291;1;0;0;73;1;6 583;3;4 634;6;8 131;12;0;0;0;0;27 460;4;7 558;10;68;5;21;1;9 741;2;0;0;9 904;15;0;0;0;0;0;0;602;1;0;0;12 365 095;1 561;117 737;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 579;6;0;0;0;0;3 306 345;5;0;0;180;1;0;0;0;0;0;0;2 103 543;8;0;0;634 883;39;0;0;0;0;396 683;104;11 563;4;132 870;101;5 566;7;253;1;0;0;155 002;2;146 393;11;37 422;10;0;0;5 166;8;0;0;25 940;4;0;0;0;0;7 900;2;10 482;13;0;0;0;0;0;0;880;2;7 514;8;0;0;46;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6 829;7;0;0;3 912;2;0;0;22 266;8;0;0;24;1;1 257;8;0;0;5 903;2;0;0;0;0;0;0;3 802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Пермский край;1 693 770 759;260 480 571;144 523 740;39 637 881;1 470 368 580;274 466 143;154 827 685;50 635 635;598 882;623 031;5 161 866;1 524 296;252 530;11 785;210 205 290;3 774 431;542;206 430 860;25 816 301;36 034 068;6 192 907;35 548;6 048 432;1 023 646;1 240 007;348 164;177 145;55 431;754 888;5 252 105;6 799;0;0;0;0;0;203;26 745 384;76 481 469;16 357;2 114;7 114;2 426;7 621;382;5 375 974;864 517;4 882 575;733 792;525 806;130 725;105 161;26 144;15 774;3 922;32 479;0;179;3;8;0;0;0;298 422;0;0;266 862;0;0;31 560;0;0;1 578;0;0;4 734;0;0;947;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 839 138;14 770 142;2 380 431;476 086;71 411;311 435;87;11;2 862 088;2 695 906;372 053;386 969;74 261;11 162;25;6;8;1;0;0;0;0;0;0;63 489 489;67 234 427;27 518 528;25 748 932;17 785;48 529;2 026 073;49 176 901;1 608 256;1 330 931;17 724;205 914;5 999;226 333;0;0;0;0;0;2 384;198 000;2 000;80 000;0;406 820;27 643;0;0;4 838;0;0;414 600;0;672 200;31;247;1 817 295;13 297 866;95;1;4 774;3;206;1;0;0;0;0;0;0;5 763 474;13;12 291;2;0;0;0;0;0;0;3 916;1;0;0;154 947;8;0;0;0;0;0;0;153 211;2;47 276;15;0;0;0;0;69 920;25;35 904;15;41 490;46;249 675;109;40;1;2 475;1;82 370;6;420 376;78;35 663;44;87 113;15;72 678;16;38 409;9;240 837;130;0;0;0;0;0;0;6 604;2;2 851 999;4;51 488 832;6 730;8 985 194;39;0;0;513;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138 497;1;0;0;287 094;60;7 720;2;0;0;7 003 046;26;20;1;116 971;4;0;0;0;0;0;0;7 962 361;39;0;0;1 898 011;27;0;0;606;1;341 038;82;20 377;16;536 867;245;5 068;8;4 000;1;0;0;289 536;16;1 809 863;61;158 805;48;146 883;6;24 115;26;0;0;112 906;7;0;0;389;3;1 425;4;78 469;9;0;0;0;0;455;6;72 703;3;18 038;6;0;0;0;0;0;0;7 730;2;34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11 420;19;0;0;25 419;4;0;0;75 214;41;0;0;4;1;20 328;11;516;1;19 801;5;0;0;0;0;42 013;0;243 805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2
Псковская область;243 085 724;21 594 242;7 616 699;2 204 158;234 899 010;23 582 206;7 186 763;2 995 798;162 027;18 377;8 324;249;9 442;447;8 762 909;796 491;113;7 966 418;2 757 221;1 528 665;238 981;42;246 558;37 564;98 614;6 417;15 503;942;159 298;64 616;8;0;0;0;0;0;0;3 107 468;8 345 514;3 083;683;983;408;574;684;620 927;0;489 649;0;132 590;0;26 518;0;3 977;0;1 313;0;27;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 259 073;22 691 305;6 694 968;1 338 991;200 849;127 200;33;12;368 345;389 878;0;21 533;0;0;3;3;2;0;0;0;0;0;0;0;94 701;96 302;127 560;121 138;0;0;6 698;724 346;96 428;15 502;3 074;0;0;0;0;0;0;0;0;0;0;0;0;445;0;0;0;0;0;0;131 984;3 942;1 539;2 347;3;36;71 933;420 333;1 181;2;0;0;0;0;0;0;0;0;0;0;0;0;2 766;1;0;0;0;0;0;0;0;0;0;0;1 862;1;0;0;0;0;0;0;18 688;1;0;0;0;0;0;0;150;1;0;0;147;2;2 232;7;0;0;0;0;0;0;480;1;0;0;0;0;0;0;0;0;899;3;0;0;0;0;0;0;0;0;0;0;5 989 453;1 480;9 829;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 039;10;0;0;0;0;759 133;8;0;0;0;0;0;0;0;0;0;0;3 765 978;18;0;0;494 128;2;0;0;0;0;71 369;66;261;4;189 252;53;0;0;0;0;0;0;14 879;4;188 311;18;1 738;5;15 793;2;18 713;4;0;0;48 346;4;0;0;5 558;4;6 161;5;13 113;7;0;0;0;0;48 626;3;11;1;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37 855;8;0;0;795;2;0;0;102 937;49;0;0;145 629;4;663;2;0;0;5 285;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Ростовская область;2 687 962 149;283 834 970;245 344 680;35 195 200;2 537 229 942;304 348 086;255 872 513;50 878 661;900 358;886 141;4 248 175;3 656 588;67 429;2 482;137 181 328;5 615 889;541;131 565 884;38 966 258;26 167 986;3 944 702;2 754;5 129 764;764 913;1 889 618;190 318;282 076;28 210;1 123 178;141 946;20;0;0;0;0;0;11 525;29 091 797;128 159 628;17 779;2 898;9 389;2 322;3 694;306;9 238 655;131 789;8 327 939;108 646;923 002;23 317;184 600;4 663;27 690;700;12 285;173;519;12;10;1;0;0;795 199;0;0;730 741;0;0;71 597;0;0;0;0;0;14 319;0;0;2 148;0;0;7 139;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61 251 948;59 741 208;7 391 139;1 477 663;221 649;5 880 399;266;32;855 980;711 288;94 525;2 959;17 816;2 836;12;5;9;2;0;0;0;0;0;0;521 515;878 775;11 634 489;11 583 166;1 086 210;749 907;525 772;21 061 836;2 554 245;5 113 488;98 070;4 708 556;31 219;9 647;0;0;0;0;0;0;43 735;0;0;0;0;0;0;0;0;0;1 500;3 250;0;3 500 403;16;183;570 686;4 025 296;73 404;1;2 912;5;0;0;0;0;0;0;0;0;421 289;2;0;0;0;0;0;0;0;0;0;0;0;0;346 654;6;0;0;0;0;0;0;0;0;128 421;3;0;0;0;0;46 667;8;29 898;8;45 934;20;188 713;33;0;0;505;2;3 915;3;65 349;17;4 441;10;3 908;7;213;2;1 753;6;125 342;44;0;0;0;0;0;0;8;1;46 137;1;47 476 088;7 013;1 212 927;27;0;0;0;0;0;0;0;0;315;1;4 616 167;15;208 450;1;215 412;1;0;0;0;0;550;1;0;0;0;0;757 011;16;1 049;1;0;0;3 942 096;9;0;0;254 640;2;0;0;90;1;0;0;6 992 492;32;446 902;4;2 765 166;14;0;0;0;0;702 326;239;68 368;11;1 157 033;187;11 793;7;0;0;0;0;4 184 566;30;2 044 097;58;1 297 931;61;71 185;8;282 302;44;0;0;118 047;5;13;1;858;6;13 766;16;21 921;29;0;0;491;1;7 554;8;6 725;3;14 916;13;0;0;53;1;0;0;23 937;4;2 864;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62 100;18;0;0;209 145;4;0;0;162 463;27;0;0;1 874;1;6 015;10;0;0;50;2;0;0;0;0;401 818;14 769;2 655 179;19 165;165 294;14 769;27 280;0;138 014;14 769;0;0;22 147;2 954;6 751;4 754;15 396;0;60;2
Рязанская область;691 270 857;23 591 178;38 472 101;3 717 038;653 188 827;27 879 787;42 609 984;5 125 917;254 072;1 088 186;829 811;33 162;1 446;0;33 367 429;1 355 136;113;32 175 969;4 634 232;6 320 407;951 731;1 206;903 052;137 170;414 386;1 359;62 046;192;271 027;114 567;9;0;0;0;0;0;0;13 297 139;15 534 679;7 265;353;4 023;694;2 059;53;1 281 199;193 218;1 210 609;189 701;81 259;3 517;16 252;703;2 438;106;10 669;0;109;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27 467 461;25 074 458;2 916 277;582 075;87 311;523 274;139;22;1 143 012;1 605 316;5 593;467 895;1 119;168;9;2;5;6;0;0;0;0;0;0;1 692 780;1 667 769;281 777;251 050;54 037;92 040;9 416;4 893 817;1 158 707;5 078;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301 436;7;59;129 344;1 042 988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995;1;0;0;0;0;0;0;0;0;0;0;614;2;0;0;0;0;0;0;0;0;6 844;2;0;0;0;0;7 300;3;4 930;4;828;3;2 562;8;17 662;1;0;0;5 311;1;6 435;5;354;6;681;2;622;2;0;0;4 059;15;0;0;0;0;0;0;0;0;10;1;13 523 240;2 053;264 367;8;0;0;0;0;0;0;625;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 280;5;22 725;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 004 074;14;0;0;19 932;13;0;0;0;0;154 364;121;5 160;4;540 147;224;2 943;8;0;0;0;0;59 924;20;162 654;23;62 605;15;1 900;2;20 044;15;0;0;41 031;3;0;0;1 890;4;12 945;31;6 354;7;0;0;0;0;366;4;39 286;1;105 361;9;0;0;0;0;0;0;0;0;0;0;0;0;62;1;0;0;0;0;0;0;0;0;0;0;642;7;0;0;1 662 040;4;0;0;4 239;10;0;0;0;0;21 643;9;9 910;1;8 094;5;1 256;4;0;0;0;0;309;2 127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
Самарская область;3 053 874 225;633 882 781;177 341 017;106 955 166;2 883 147 071;658 714 667;169 797 239;112 223 088;1 140 300;416 591;7 749 496;3 312 832;94 303;33 472;171 834 629;4 718 620;393;167 116 024;33 011 562;31 388 627;5 011 787;12 081;5 185 844;816 909;1 751 167;167 432;267 344;25 155;943 724;1 996 427;28;1 685;36 457;2;0;0;43;31 202 739;201 173 734;28 611;1 541;10 394;3 603;10 439;180;9 946 514;374 359;8 863 761;339 238;1 087 132;35 120;217 426;7 024;32 614;1 054;4 378;0;292;31;3;0;0;0;489 673;0;0;441 456;0;0;64 699;0;0;1 294;0;0;11 646;0;0;1 941;0;0;16 440;0;0;12;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 976 814;15 635 684;3 379 442;675 886;101 383;38 312;138;11;3 778 306;2 305 418;1 527 373;54 485;305 474;45 821;21;5;26;20;0;0;0;0;0;0;4 772 519;4 670 381;9 771 388;9 034 715;289 477;431 236;274 915;9 190 267;3 651 942;7 967 450;14 626;316 105;26 527;0;0;0;0;0;0;0;0;77 918;44 826;203;23 600;0;0;0;14 045;0;2 134 128;250;9;1 070 134;20;238;1 927 968;11 797 218;0;0;9 504;3;17 059;3;0;0;192;1;0;0;308 621;3;0;0;0;0;0;0;0;0;0;0;0;0;62 001;6;0;0;0;0;0;0;82 912;1;6 516;5;15;1;44 125;1;82 392;21;7 915;9;989 306;29;143 210;63;60;1;0;0;763 838;8;284 656;49;18 731;28;6 674;10;7 715;4;809;3;551 238;102;0;0;0;0;0;0;28 870;3;8;1;61 513 264;7 879;1 458 892;33;0;0;0;0;0;0;0;0;0;0;1 158 178;1;0;0;1 278 427;3;0;0;0;0;0;0;0;0;0;0;356 088;56;142 967;4;0;0;7 046 245;18;0;0;5 920;4;217 029;2;0;0;0;0;10 339 604;46;14 346 148;5;3 706 850;61;0;0;0;0;1 486 697;294;357 239;36;687 279;363;9 772;4;124 581;3;0;0;1 158 849;53;8 051 427;193;1 953 373;158;96 259;8;133 777;96;132 450;1;120 695;17;0;0;424;7;50 812;34;204 605;41;0;0;17 934;2;62 721;15;0;0;45 085;4;0;0;0;0;0;0;3 973;4;194;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98 279;47;20;1;109 442;8;0;0;1 017 444;107;0;0;4 399;10;19 192;12;0;0;26 339;7;7 684;1;0;0;586 584;0;2 071 786;0;543 445;0;0;0;543 445;0;0;0;108 689;0;104 384;0;4 348;0;47;2
Саратовская область;950 681 951;79 330 932;30 644 558;6 552 663;895 151 987;85 927 178;34 917 803;11 385 554;405 437;515 797;474 026;999;101 640;609;51 145 994;1 306 587;248;49 839 420;10 908 950;9 836 819;1 495 147;180;1 594 796;239 931;720 768;58 896;111 227;8 836;261 317;131 064;2;0;0;0;0;0;0;10 903 637;46 481 155;10 490;780;2 969;1 385;1 222;1 318;5 770 255;110 774;5 199 543;102 008;636 668;8 765;127 334;1 753;19 100;263;65 957;0;243;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 780 472;14 799 143;3 313 942;662 789;99 419;332 613;140;17;1 517 499;1 464 537;119 634;67 861;23 926;3 589;8;2;4;2;0;0;0;0;0;0;7 185 419;7 143 745;2 592 142;2 538 862;471;0;67 256;1 731 188;1 285 380;219 332;380;12 088;0;0;0;0;0;0;0;3 512;0;0;0;0;200 000;0;0;0;0;0;0;0;2 265;106 750;10;113;293 375;3 256 596;0;0;29;1;0;0;0;0;0;0;0;0;1 102 648;3;204 276;2;0;0;0;0;0;0;3 936;1;147;1;11 292;3;0;0;0;0;0;0;0;0;2 985;1;0;0;0;0;29 534;7;3 584;5;12 118;24;37 747;40;15 055;2;1 424;1;156 139;5;155 339;11;4 510;7;5 232;2;297;2;4 928;4;135 068;41;0;0;0;0;0;0;1 932;2;377;2;22 868 925;3 529;119 524;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427 883;24;0;0;0;0;3 525 390;16;0;0;20 586;3;0;0;4 650;1;78;1;6 943 386;31;0;0;2 076 977;12;0;0;0;0;821 507;163;39 335;13;585 095;163;2 192;5;863;1;0;0;1 473 205;9;832 726;25;90 722;12;4 171;4;280 421;81;0;0;125 372;6;0;0;2 613;2;7 894;5;62 691;32;0;0;0;0;5 596;4;10;1;3 062;11;0;0;0;0;0;0;0;0;0;0;1 050;1;0;0;0;0;0;0;0;0;0;0;5 000;1;54 566;28;0;0;17 761 786;3;0;0;7 159;29;0;0;10 115;2;845;2;232;2;0;0;0;0;0;0;0;0;7 813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Сахалинская область;305 498 348;31 348 582;42 010 380;8 952 841;285 493 833;41 376 295;28 354 053;5 648 579;196 781;36 903;53 151;570 073;1 551;0;33 802 921;4 548 529;136;29 254 392;7 240 717;5 842 266;877 367;34 010;842 443;126 354;1 324 015;18 041;198 557;2 664;909 706;7 828;1;0;0;0;0;0;0;77 276 596;22 848 029;1 490;598;998;270;814;46;536 628;0;520 919;0;19 075;0;3 815;0;572;0;3 389;0;35;1;6;0;0;0;629 422;0;0;122 355;0;0;507 067;0;0;0;0;0;101 413;0;0;15 212;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 346 958;7 314 165;2 032 793;406 559;60 984;0;3;0;61 598 337;49 801 272;11 779 399;60 913;2 355 879;353 382;59;17;30;0;663 795;691 939;0;0;28 144;1;396;10;172 978;175 893;0;0;15 915;37 614 013;478 506;1 335 120;22 839;159 679;0;162 903;0;264 807;31 800;37 264;0;0;618 595;0;0;0;686 001;0;0;0;8 571;2 554;0;84 500;469 526;212;1;52;66 335;1 724 399;0;0;178;1;0;0;0;0;0;0;0;0;34 727;1;0;0;0;0;0;0;0;0;0;0;0;0;305 931;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 743;9;1 596;4;37 843;5;9 438;15;0;0;0;0;25 598;3;3 615;7;1 475;8;4 971;5;0;0;0;0;14 546;13;0;0;0;0;0;0;0;0;0;0;10 751 892;897;144 993;6;0;0;0;0;0;0;0;0;0;0;1 968 112;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106 216;39;0;0;0;0;0;0;0;0;7 187;1;0;0;0;0;0;0;972 214;4;0;0;154 109;1;0;0;0;0;93 325;25;4 376;6;82 699;52;0;0;0;0;0;0;64 057;4;656 664;11;160 941;9;5 861;1;13 801;12;0;0;84 327;1;505;1;7 478;10;1 546;7;1 890;4;0;0;0;0;186;1;0;0;0;0;0;0;0;0;0;0;144 374;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23 254;24;0;0;66 308;5;7 440;1;7 003;1;0;0;300 911;1;0;0;0;0;20;1;0;0;0;0;6 949;0;1 726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
